image_path,folder_name,predicted_class,probability,actual_class
dataset\ImageNet-Mini\images\n02111500\ILSVRC2012_val_00044546.JPEG,n02111500,162,0.6681229472160339,257
dataset\ImageNet-Mini\images\n02111889\ILSVRC2012_val_00018007.JPEG,n02111889,258,0.8834316730499268,258
dataset\ImageNet-Mini\images\n02111889\ILSVRC2012_val_00033101.JPEG,n02111889,258,0.919904887676239,258
dataset\ImageNet-Mini\images\n02111889\ILSVRC2012_val_00033280.JPEG,n02111889,258,0.9637368321418762,258
dataset\ImageNet-Mini\images\n02111889\ILSVRC2012_val_00041820.JPEG,n02111889,258,0.7736498117446899,258
dataset\ImageNet-Mini\images\n02112018\ILSVRC2012_val_00034667.JPEG,n02112018,259,0.7126891016960144,259
dataset\ImageNet-Mini\images\n02112018\ILSVRC2012_val_00040463.JPEG,n02112018,259,0.4728030562400818,259
dataset\ImageNet-Mini\images\n02112018\ILSVRC2012_val_00045514.JPEG,n02112018,259,0.6266013979911804,259
dataset\ImageNet-Mini\images\n02112137\ILSVRC2012_val_00018898.JPEG,n02112137,231,0.10509628057479858,260
dataset\ImageNet-Mini\images\n02112137\ILSVRC2012_val_00020728.JPEG,n02112137,260,0.914654552936554,260
dataset\ImageNet-Mini\images\n02112137\ILSVRC2012_val_00034735.JPEG,n02112137,260,0.977209746837616,260
dataset\ImageNet-Mini\images\n02112350\ILSVRC2012_val_00001404.JPEG,n02112350,261,0.5029609203338623,261
dataset\ImageNet-Mini\images\n02112350\ILSVRC2012_val_00044811.JPEG,n02112350,261,0.601211667060852,261
dataset\ImageNet-Mini\images\n02112350\ILSVRC2012_val_00047515.JPEG,n02112350,261,0.9380833506584167,261
dataset\ImageNet-Mini\images\n02112706\ILSVRC2012_val_00007726.JPEG,n02112706,184,0.09692778438329697,262
dataset\ImageNet-Mini\images\n02112706\ILSVRC2012_val_00012446.JPEG,n02112706,262,0.47781848907470703,262
dataset\ImageNet-Mini\images\n02112706\ILSVRC2012_val_00030619.JPEG,n02112706,262,0.896134078502655,262
dataset\ImageNet-Mini\images\n02112706\ILSVRC2012_val_00035120.JPEG,n02112706,262,0.9447842240333557,262
dataset\ImageNet-Mini\images\n02113023\ILSVRC2012_val_00021908.JPEG,n02113023,230,0.2827906310558319,263
dataset\ImageNet-Mini\images\n02113023\ILSVRC2012_val_00034619.JPEG,n02113023,263,0.26763802766799927,263
dataset\ImageNet-Mini\images\n02113023\ILSVRC2012_val_00042776.JPEG,n02113023,478,0.18812786042690277,263
dataset\ImageNet-Mini\images\n02113023\ILSVRC2012_val_00044435.JPEG,n02113023,263,0.6539037227630615,263
dataset\ImageNet-Mini\images\n02113186\ILSVRC2012_val_00008973.JPEG,n02113186,264,0.8288804292678833,264
dataset\ImageNet-Mini\images\n02113186\ILSVRC2012_val_00016489.JPEG,n02113186,232,0.08090014010667801,264
dataset\ImageNet-Mini\images\n02113186\ILSVRC2012_val_00043803.JPEG,n02113186,263,0.5499151349067688,264
dataset\ImageNet-Mini\images\n02113624\ILSVRC2012_val_00012904.JPEG,n02113624,266,0.3095807433128357,265
dataset\ImageNet-Mini\images\n02113624\ILSVRC2012_val_00020793.JPEG,n02113624,265,0.5265665650367737,265
dataset\ImageNet-Mini\images\n02113624\ILSVRC2012_val_00037250.JPEG,n02113624,221,0.4720868766307831,265
dataset\ImageNet-Mini\images\n02113624\ILSVRC2012_val_00046483.JPEG,n02113624,266,0.5122898817062378,265
dataset\ImageNet-Mini\images\n02113712\ILSVRC2012_val_00001234.JPEG,n02113712,267,0.33142605423927307,266
dataset\ImageNet-Mini\images\n02113712\ILSVRC2012_val_00021671.JPEG,n02113712,266,0.5520042777061462,266
dataset\ImageNet-Mini\images\n02113712\ILSVRC2012_val_00025353.JPEG,n02113712,221,0.32138630747795105,266
dataset\ImageNet-Mini\images\n02113712\ILSVRC2012_val_00043139.JPEG,n02113712,265,0.49236708879470825,266
dataset\ImageNet-Mini\images\n02113799\ILSVRC2012_val_00004278.JPEG,n02113799,267,0.3046344816684723,267
dataset\ImageNet-Mini\images\n02113799\ILSVRC2012_val_00024272.JPEG,n02113799,267,0.3634951710700989,267
dataset\ImageNet-Mini\images\n02113978\ILSVRC2012_val_00008137.JPEG,n02113978,177,0.3799495995044708,268
dataset\ImageNet-Mini\images\n02113978\ILSVRC2012_val_00026509.JPEG,n02113978,268,0.715023398399353,268
dataset\ImageNet-Mini\images\n02113978\ILSVRC2012_val_00039850.JPEG,n02113978,268,0.9621244072914124,268
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00000530.JPEG,n02114367,174,0.06905486434698105,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00009604.JPEG,n02114367,269,0.4144439399242401,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00018872.JPEG,n02114367,269,0.4311384856700897,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00037118.JPEG,n02114367,269,0.28845345973968506,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00041991.JPEG,n02114367,224,0.8560764193534851,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00043363.JPEG,n02114367,278,0.15163658559322357,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00046989.JPEG,n02114367,269,0.9185153841972351,269
dataset\ImageNet-Mini\images\n02114367\ILSVRC2012_val_00047435.JPEG,n02114367,269,0.3898555636405945,269
dataset\ImageNet-Mini\images\n02114548\ILSVRC2012_val_00016243.JPEG,n02114548,270,0.39331772923469543,270
dataset\ImageNet-Mini\images\n02114548\ILSVRC2012_val_00025665.JPEG,n02114548,270,0.9445441365242004,270
dataset\ImageNet-Mini\images\n02114548\ILSVRC2012_val_00042098.JPEG,n02114548,270,0.821619987487793,270
dataset\ImageNet-Mini\images\n02114548\ILSVRC2012_val_00046088.JPEG,n02114548,270,0.6067114472389221,270
dataset\ImageNet-Mini\images\n02114712\ILSVRC2012_val_00004870.JPEG,n02114712,269,0.3732868731021881,271
dataset\ImageNet-Mini\images\n02114712\ILSVRC2012_val_00013554.JPEG,n02114712,270,0.3907877802848816,271
dataset\ImageNet-Mini\images\n02114712\ILSVRC2012_val_00013985.JPEG,n02114712,271,0.990646481513977,271
dataset\ImageNet-Mini\images\n02114712\ILSVRC2012_val_00047850.JPEG,n02114712,271,0.647972583770752,271
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00026228.JPEG,n02114855,269,0.46786850690841675,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00028916.JPEG,n02114855,272,0.885323166847229,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00029186.JPEG,n02114855,272,0.6823374629020691,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00031197.JPEG,n02114855,227,0.17088602483272552,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00032758.JPEG,n02114855,272,0.41995474696159363,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00036897.JPEG,n02114855,269,0.8324413299560547,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00040727.JPEG,n02114855,271,0.30860739946365356,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00044021.JPEG,n02114855,362,0.6013115644454956,272
dataset\ImageNet-Mini\images\n02114855\ILSVRC2012_val_00048162.JPEG,n02114855,272,0.811284065246582,272
dataset\ImageNet-Mini\images\n02115641\ILSVRC2012_val_00012401.JPEG,n02115641,273,0.45233702659606934,273
dataset\ImageNet-Mini\images\n02115641\ILSVRC2012_val_00015821.JPEG,n02115641,286,0.1956571489572525,273
dataset\ImageNet-Mini\images\n02115641\ILSVRC2012_val_00036908.JPEG,n02115641,246,0.12914270162582397,273
dataset\ImageNet-Mini\images\n02115641\ILSVRC2012_val_00038489.JPEG,n02115641,273,0.6892627477645874,273
dataset\ImageNet-Mini\images\n02115913\ILSVRC2012_val_00008362.JPEG,n02115913,274,0.740225076675415,274
dataset\ImageNet-Mini\images\n02115913\ILSVRC2012_val_00039608.JPEG,n02115913,274,0.44948408007621765,274
dataset\ImageNet-Mini\images\n02115913\ILSVRC2012_val_00040454.JPEG,n02115913,274,0.2739264667034149,274
dataset\ImageNet-Mini\images\n02116738\ILSVRC2012_val_00002365.JPEG,n02116738,275,0.9384682178497314,275
dataset\ImageNet-Mini\images\n02116738\ILSVRC2012_val_00013584.JPEG,n02116738,275,0.9121438264846802,275
dataset\ImageNet-Mini\images\n02116738\ILSVRC2012_val_00041220.JPEG,n02116738,275,0.7050015926361084,275
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00012833.JPEG,n02117135,276,0.19438837468624115,276
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00020325.JPEG,n02117135,276,0.6631876826286316,276
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00023004.JPEG,n02117135,276,0.9828552007675171,276
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00027765.JPEG,n02117135,276,0.19084803760051727,276
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00043079.JPEG,n02117135,276,0.9174748063087463,276
dataset\ImageNet-Mini\images\n02117135\ILSVRC2012_val_00044496.JPEG,n02117135,276,0.7741687893867493,276
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00006818.JPEG,n02119022,278,0.4209587275981903,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00018381.JPEG,n02119022,277,0.46058130264282227,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00033641.JPEG,n02119022,277,0.3236886262893677,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00036547.JPEG,n02119022,214,0.14654751121997833,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00045465.JPEG,n02119022,280,0.6181492209434509,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00046388.JPEG,n02119022,278,0.6454892158508301,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00049886.JPEG,n02119022,277,0.525485098361969,277
dataset\ImageNet-Mini\images\n02119022\ILSVRC2012_val_00049984.JPEG,n02119022,277,0.7024320363998413,277
dataset\ImageNet-Mini\images\n02119789\ILSVRC2012_val_00017444.JPEG,n02119789,278,0.895412266254425,278
dataset\ImageNet-Mini\images\n02119789\ILSVRC2012_val_00042460.JPEG,n02119789,277,0.49775928258895874,278
dataset\ImageNet-Mini\images\n02120079\ILSVRC2012_val_00012857.JPEG,n02120079,279,0.8836961984634399,279
dataset\ImageNet-Mini\images\n02120079\ILSVRC2012_val_00014825.JPEG,n02120079,279,0.914301335811615,279
dataset\ImageNet-Mini\images\n02120079\ILSVRC2012_val_00023755.JPEG,n02120079,279,0.39967554807662964,279
dataset\ImageNet-Mini\images\n02120079\ILSVRC2012_val_00035154.JPEG,n02120079,279,0.3574369549751282,279
dataset\ImageNet-Mini\images\n02120079\ILSVRC2012_val_00037343.JPEG,n02120079,279,0.9429666996002197,279
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00006964.JPEG,n02120505,280,0.2124907523393631,280
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00010241.JPEG,n02120505,280,0.8328927755355835,280
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00013158.JPEG,n02120505,280,0.9281915426254272,280
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00034043.JPEG,n02120505,280,0.9764214754104614,280
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00039937.JPEG,n02120505,279,0.5839845538139343,280
dataset\ImageNet-Mini\images\n02120505\ILSVRC2012_val_00043254.JPEG,n02120505,280,0.8414804339408875,280
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00016389.JPEG,n02123045,281,0.36483317613601685,281
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00025876.JPEG,n02123045,285,0.32865920662879944,281
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00030052.JPEG,n02123045,282,0.3724178075790405,281
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00033490.JPEG,n02123045,285,0.35925090312957764,281
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00040238.JPEG,n02123045,281,0.7826324701309204,281
dataset\ImageNet-Mini\images\n02123045\ILSVRC2012_val_00041570.JPEG,n02123045,281,0.7388492226600647,281
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00003042.JPEG,n02123159,281,0.634830892086029,282
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00003295.JPEG,n02123159,292,0.6161122918128967,282
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00009964.JPEG,n02123159,287,0.25692546367645264,282
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00011854.JPEG,n02123159,285,0.09099472314119339,282
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00016000.JPEG,n02123159,797,0.8932228684425354,282
dataset\ImageNet-Mini\images\n02123159\ILSVRC2012_val_00039621.JPEG,n02123159,281,0.310586154460907,282
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00002036.JPEG,n02123394,283,0.8149896860122681,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00003382.JPEG,n02123394,157,0.2654382288455963,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00004411.JPEG,n02123394,232,0.44388696551322937,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00008986.JPEG,n02123394,283,0.8204813599586487,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00010218.JPEG,n02123394,281,0.3207627832889557,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00021703.JPEG,n02123394,283,0.9581126570701599,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00023827.JPEG,n02123394,152,0.15113303065299988,283
dataset\ImageNet-Mini\images\n02123394\ILSVRC2012_val_00043898.JPEG,n02123394,283,0.8377102613449097,283
dataset\ImageNet-Mini\images\n02123597\ILSVRC2012_val_00011528.JPEG,n02123597,284,0.2482321709394455,284
dataset\ImageNet-Mini\images\n02123597\ILSVRC2012_val_00034254.JPEG,n02123597,284,0.9941881895065308,284
dataset\ImageNet-Mini\images\n02123597\ILSVRC2012_val_00035566.JPEG,n02123597,284,0.3239567279815674,284
dataset\ImageNet-Mini\images\n02124075\ILSVRC2012_val_00010598.JPEG,n02124075,700,0.29709622263908386,285
dataset\ImageNet-Mini\images\n02124075\ILSVRC2012_val_00021675.JPEG,n02124075,209,0.09503709524869919,285
dataset\ImageNet-Mini\images\n02124075\ILSVRC2012_val_00046770.JPEG,n02124075,381,0.43611347675323486,285
dataset\ImageNet-Mini\images\n02125311\ILSVRC2012_val_00003013.JPEG,n02125311,291,0.8134658336639404,286
dataset\ImageNet-Mini\images\n02125311\ILSVRC2012_val_00015558.JPEG,n02125311,286,0.9368981122970581,286
dataset\ImageNet-Mini\images\n02125311\ILSVRC2012_val_00022007.JPEG,n02125311,286,0.9115000367164612,286
dataset\ImageNet-Mini\images\n02127052\ILSVRC2012_val_00012958.JPEG,n02127052,287,0.9246955513954163,287
dataset\ImageNet-Mini\images\n02127052\ILSVRC2012_val_00016118.JPEG,n02127052,335,0.17311608791351318,287
dataset\ImageNet-Mini\images\n02127052\ILSVRC2012_val_00017717.JPEG,n02127052,278,0.5054945945739746,287
dataset\ImageNet-Mini\images\n02127052\ILSVRC2012_val_00036244.JPEG,n02127052,287,0.7603332996368408,287
dataset\ImageNet-Mini\images\n02128385\ILSVRC2012_val_00009418.JPEG,n02128385,288,0.6007422208786011,288
dataset\ImageNet-Mini\images\n02128385\ILSVRC2012_val_00013002.JPEG,n02128385,288,0.7044579982757568,288
dataset\ImageNet-Mini\images\n02128385\ILSVRC2012_val_00032718.JPEG,n02128385,288,0.6499641537666321,288
dataset\ImageNet-Mini\images\n02128385\ILSVRC2012_val_00037032.JPEG,n02128385,288,0.899647057056427,288
dataset\ImageNet-Mini\images\n02128385\ILSVRC2012_val_00045139.JPEG,n02128385,288,0.9074848294258118,288
dataset\ImageNet-Mini\images\n02128757\ILSVRC2012_val_00002557.JPEG,n02128757,289,0.5778528451919556,289
dataset\ImageNet-Mini\images\n02128757\ILSVRC2012_val_00002572.JPEG,n02128757,289,0.7940689325332642,289
dataset\ImageNet-Mini\images\n02128757\ILSVRC2012_val_00016720.JPEG,n02128757,288,0.28609228134155273,289
dataset\ImageNet-Mini\images\n02128757\ILSVRC2012_val_00019816.JPEG,n02128757,289,0.8033132553100586,289
dataset\ImageNet-Mini\images\n02128757\ILSVRC2012_val_00048394.JPEG,n02128757,289,0.8694033622741699,289
dataset\ImageNet-Mini\images\n02128925\ILSVRC2012_val_00025277.JPEG,n02128925,290,0.3847803473472595,290
dataset\ImageNet-Mini\images\n02128925\ILSVRC2012_val_00029126.JPEG,n02128925,290,0.908078134059906,290
dataset\ImageNet-Mini\images\n02128925\ILSVRC2012_val_00040784.JPEG,n02128925,290,0.8664454817771912,290
dataset\ImageNet-Mini\images\n02128925\ILSVRC2012_val_00046612.JPEG,n02128925,288,0.4122591018676758,290
dataset\ImageNet-Mini\images\n02128925\ILSVRC2012_val_00049347.JPEG,n02128925,290,0.7457903027534485,290
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00005410.JPEG,n02129165,291,0.791219174861908,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00007646.JPEG,n02129165,176,0.0947541892528534,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00011645.JPEG,n02129165,291,0.9617008566856384,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00016765.JPEG,n02129165,291,0.842395007610321,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00024234.JPEG,n02129165,291,0.8838955163955688,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00024902.JPEG,n02129165,291,0.37501102685928345,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00026880.JPEG,n02129165,291,0.8711787462234497,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00029424.JPEG,n02129165,365,0.20365597307682037,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00030575.JPEG,n02129165,291,0.4718073308467865,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00033659.JPEG,n02129165,291,0.8959492444992065,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00040627.JPEG,n02129165,291,0.9582592248916626,291
dataset\ImageNet-Mini\images\n02129165\ILSVRC2012_val_00047193.JPEG,n02129165,291,0.6459758281707764,291
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00000303.JPEG,n02129604,290,0.7332515716552734,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00008676.JPEG,n02129604,292,0.7128783464431763,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00011590.JPEG,n02129604,283,0.13517607748508453,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00023810.JPEG,n02129604,292,0.8479852080345154,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00027576.JPEG,n02129604,292,0.46796464920043945,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00030651.JPEG,n02129604,292,0.9253272414207458,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00034321.JPEG,n02129604,292,0.8602233529090881,292
dataset\ImageNet-Mini\images\n02129604\ILSVRC2012_val_00035494.JPEG,n02129604,292,0.5437842011451721,292
dataset\ImageNet-Mini\images\n02130308\ILSVRC2012_val_00005006.JPEG,n02130308,293,0.7506174445152283,293
dataset\ImageNet-Mini\images\n02130308\ILSVRC2012_val_00007031.JPEG,n02130308,293,0.6773542165756226,293
dataset\ImageNet-Mini\images\n02130308\ILSVRC2012_val_00041296.JPEG,n02130308,288,0.22289414703845978,293
dataset\ImageNet-Mini\images\n02132136\ILSVRC2012_val_00020362.JPEG,n02132136,294,0.5260541439056396,294
dataset\ImageNet-Mini\images\n02132136\ILSVRC2012_val_00031253.JPEG,n02132136,294,0.8353561758995056,294
dataset\ImageNet-Mini\images\n02132136\ILSVRC2012_val_00031645.JPEG,n02132136,294,0.8791547417640686,294
dataset\ImageNet-Mini\images\n02132136\ILSVRC2012_val_00034153.JPEG,n02132136,294,0.2964518964290619,294
dataset\ImageNet-Mini\images\n02132136\ILSVRC2012_val_00043182.JPEG,n02132136,294,0.5047169923782349,294
dataset\ImageNet-Mini\images\n02133161\ILSVRC2012_val_00012507.JPEG,n02133161,295,0.8468691110610962,295
dataset\ImageNet-Mini\images\n02133161\ILSVRC2012_val_00016050.JPEG,n02133161,295,0.5411384701728821,295
dataset\ImageNet-Mini\images\n02133161\ILSVRC2012_val_00032762.JPEG,n02133161,295,0.5264490246772766,295
dataset\ImageNet-Mini\images\n02133161\ILSVRC2012_val_00033328.JPEG,n02133161,295,0.36898258328437805,295
dataset\ImageNet-Mini\images\n02133161\ILSVRC2012_val_00033969.JPEG,n02133161,295,0.23088693618774414,295
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00002578.JPEG,n02134084,296,0.871151864528656,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00007713.JPEG,n02134084,296,0.32006391882896423,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00012997.JPEG,n02134084,279,0.6705557703971863,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00021889.JPEG,n02134084,296,0.4631761908531189,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00030485.JPEG,n02134084,296,0.6747034788131714,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00030704.JPEG,n02134084,268,0.11607389152050018,296
dataset\ImageNet-Mini\images\n02134084\ILSVRC2012_val_00040753.JPEG,n02134084,296,0.7978543639183044,296
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00009976.JPEG,n02134418,297,0.7867537140846252,297
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00013052.JPEG,n02134418,297,0.9598995447158813,297
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00022112.JPEG,n02134418,297,0.6082866191864014,297
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00027563.JPEG,n02134418,358,0.18817242980003357,297
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00033241.JPEG,n02134418,297,0.8897278904914856,297
dataset\ImageNet-Mini\images\n02134418\ILSVRC2012_val_00033689.JPEG,n02134418,297,0.9949957132339478,297
dataset\ImageNet-Mini\images\n02137549\ILSVRC2012_val_00008051.JPEG,n02137549,299,0.818236231803894,298
dataset\ImageNet-Mini\images\n02137549\ILSVRC2012_val_00033747.JPEG,n02137549,298,0.47538965940475464,298
dataset\ImageNet-Mini\images\n02137549\ILSVRC2012_val_00039800.JPEG,n02137549,151,0.18326391279697418,298
dataset\ImageNet-Mini\images\n02138441\ILSVRC2012_val_00001742.JPEG,n02138441,299,0.9583966135978699,299
dataset\ImageNet-Mini\images\n02138441\ILSVRC2012_val_00016694.JPEG,n02138441,299,0.5132447481155396,299
dataset\ImageNet-Mini\images\n02138441\ILSVRC2012_val_00039182.JPEG,n02138441,299,0.8066251277923584,299
dataset\ImageNet-Mini\images\n02138441\ILSVRC2012_val_00040642.JPEG,n02138441,299,0.8696911931037903,299
dataset\ImageNet-Mini\images\n02165105\ILSVRC2012_val_00002279.JPEG,n02165105,300,0.8950680494308472,300
dataset\ImageNet-Mini\images\n02165105\ILSVRC2012_val_00012894.JPEG,n02165105,300,0.9630072712898254,300
dataset\ImageNet-Mini\images\n02165105\ILSVRC2012_val_00030936.JPEG,n02165105,300,0.4425531327724457,300
dataset\ImageNet-Mini\images\n02165456\ILSVRC2012_val_00025218.JPEG,n02165456,301,0.7547183036804199,301
dataset\ImageNet-Mini\images\n02165456\ILSVRC2012_val_00030697.JPEG,n02165456,301,0.647674560546875,301
dataset\ImageNet-Mini\images\n02165456\ILSVRC2012_val_00035497.JPEG,n02165456,301,0.6546424627304077,301
dataset\ImageNet-Mini\images\n02165456\ILSVRC2012_val_00040156.JPEG,n02165456,301,0.4152582883834839,301
dataset\ImageNet-Mini\images\n02165456\ILSVRC2012_val_00043854.JPEG,n02165456,301,0.32896122336387634,301
dataset\ImageNet-Mini\images\n02167151\ILSVRC2012_val_00022273.JPEG,n02167151,302,0.3731960356235504,302
dataset\ImageNet-Mini\images\n02167151\ILSVRC2012_val_00037453.JPEG,n02167151,302,0.7435948848724365,302
dataset\ImageNet-Mini\images\n02167151\ILSVRC2012_val_00038818.JPEG,n02167151,310,0.15380430221557617,302
dataset\ImageNet-Mini\images\n02167151\ILSVRC2012_val_00049611.JPEG,n02167151,302,0.6319215893745422,302
dataset\ImageNet-Mini\images\n02168699\ILSVRC2012_val_00017893.JPEG,n02168699,307,0.25187963247299194,303
dataset\ImageNet-Mini\images\n02168699\ILSVRC2012_val_00041506.JPEG,n02168699,303,0.8519622087478638,303
dataset\ImageNet-Mini\images\n02168699\ILSVRC2012_val_00045910.JPEG,n02168699,303,0.5512551069259644,303
dataset\ImageNet-Mini\images\n02168699\ILSVRC2012_val_00048676.JPEG,n02168699,303,0.8456591367721558,303
dataset\ImageNet-Mini\images\n02169497\ILSVRC2012_val_00014134.JPEG,n02169497,304,0.8595485687255859,304
dataset\ImageNet-Mini\images\n02169497\ILSVRC2012_val_00022351.JPEG,n02169497,304,0.3503112494945526,304
dataset\ImageNet-Mini\images\n02169497\ILSVRC2012_val_00032871.JPEG,n02169497,304,0.5139753818511963,304
dataset\ImageNet-Mini\images\n02169497\ILSVRC2012_val_00034954.JPEG,n02169497,304,0.6021687984466553,304
dataset\ImageNet-Mini\images\n02172182\ILSVRC2012_val_00037889.JPEG,n02172182,305,0.9767597317695618,305
dataset\ImageNet-Mini\images\n02172182\ILSVRC2012_val_00037987.JPEG,n02172182,305,0.23302564024925232,305
dataset\ImageNet-Mini\images\n02172182\ILSVRC2012_val_00045513.JPEG,n02172182,305,0.9367805123329163,305
dataset\ImageNet-Mini\images\n02174001\ILSVRC2012_val_00003191.JPEG,n02174001,306,0.9798071384429932,306
dataset\ImageNet-Mini\images\n02174001\ILSVRC2012_val_00003572.JPEG,n02174001,306,0.9656571745872498,306
dataset\ImageNet-Mini\images\n02174001\ILSVRC2012_val_00014060.JPEG,n02174001,306,0.6456701755523682,306
dataset\ImageNet-Mini\images\n02174001\ILSVRC2012_val_00049168.JPEG,n02174001,306,0.9939416646957397,306
dataset\ImageNet-Mini\images\n02177972\ILSVRC2012_val_00001570.JPEG,n02177972,307,0.9418983459472656,307
dataset\ImageNet-Mini\images\n02177972\ILSVRC2012_val_00014408.JPEG,n02177972,307,0.420081228017807,307
dataset\ImageNet-Mini\images\n02177972\ILSVRC2012_val_00019202.JPEG,n02177972,307,0.19919654726982117,307
dataset\ImageNet-Mini\images\n02177972\ILSVRC2012_val_00039406.JPEG,n02177972,77,0.17108064889907837,307
dataset\ImageNet-Mini\images\n02177972\ILSVRC2012_val_00039612.JPEG,n02177972,307,0.6299640536308289,307
dataset\ImageNet-Mini\images\n02190166\ILSVRC2012_val_00020286.JPEG,n02190166,308,0.6539036631584167,308
dataset\ImageNet-Mini\images\n02190166\ILSVRC2012_val_00021808.JPEG,n02190166,308,0.8758757710456848,308
dataset\ImageNet-Mini\images\n02190166\ILSVRC2012_val_00038774.JPEG,n02190166,308,0.7827324867248535,308
dataset\ImageNet-Mini\images\n02206856\ILSVRC2012_val_00002566.JPEG,n02206856,309,0.2512599229812622,309
